Financial_ID,Project_ID,Fiscal_Year,Fiscal_Month,Budget_INR,Forecast_INR,Actual_Spend_INR,Capital_Expense_INR,Operational_Expense_INR,Planned_Revenue_INR,Actual_Revenue_INR,Variance_INR,Cost_Status,Finance_Manager
FIN0461,PRJ039,2026,May,210000000,17376937,19710163,11826097,7884065,22750000,25236761,-2333226,Under,A Sharma
FIN0462,PRJ039,2026,Jun,210000000,17863092,19428075,11656845,7771230,22750000,23490936,-1564983,Under,S Verma
FIN0463,PRJ039,2026,Jul,210000000,15851701,15227400,9136440,6090960,22750000,21651797,624301,Under,S Verma
FIN0464,PRJ039,2026,Aug,210000000,16848629,16430448,9858268,6572179,22750000,21520048,418181,Over,K Rao
FIN0465,PRJ039,2026,Sep,210000000,18481229,14900567,8940340,5960226,22750000,22607092,3580662,On Budget,A Sharma
FIN0466,PRJ039,2026,Oct,210000000,16068633,14381449,8628869,5752579,22750000,18477847,1687184,On Budget,K Rao
FIN0467,PRJ039,2026,Nov,210000000,17197107,16313148,9787888,6525259,22750000,21067235,883959,Under,K Rao
FIN0468,PRJ039,2026,Dec,210000000,16835777,18874167,11324500,7549666,22750000,26193131,-2038390,On Budget,M Patel
FIN0469,PRJ040,2026,Jan,195100000,17004384,19003784,11402270,7601513,21135833,21021185,-1999400,Under,S Verma
FIN0470,PRJ040,2026,Feb,195100000,15505515,14362365,8617419,5744946,21135833,18970271,1143150,On Budget,R Singh
FIN0471,PRJ040,2026,Mar,195100000,15980045,17254722,10352833,6901888,21135833,22781715,-1274677,On Budget,K Rao
FIN0472,PRJ040,2026,Apr,195100000,15773259,14366911,8620146,5746764,21135833,19843530,1406348,Over,A Sharma
FIN0473,PRJ040,2026,May,195100000,15458662,16766557,10059934,6706622,21135833,23038006,-1307895,On Budget,R Singh
FIN0474,PRJ040,2026,Jun,195100000,16169545,17301514,10380908,6920605,21135833,18861104,-1131969,On Budget,R Singh
FIN0475,PRJ040,2026,Jul,195100000,16045498,19444971,11666982,7777988,21135833,20759259,-3399473,On Budget,P Gupta
FIN0476,PRJ040,2026,Aug,195100000,15220954,15539428,9323656,6215771,21135833,17750766,-318474,Under,M Patel
FIN0477,PRJ040,2026,Sep,195100000,17490263,19354131,11612478,7741652,21135833,16287657,-1863868,On Budget,S Verma
FIN0478,PRJ040,2026,Oct,195100000,16490565,18100021,10860012,7240008,21135833,16397368,-1609456,On Budget,S Verma
FIN0479,PRJ040,2026,Nov,195100000,15325271,17127933,10276759,6851173,21135833,22516157,-1802662,On Budget,K Rao
FIN0480,PRJ040,2026,Dec,195100000,15927407,18237204,10942322,7294881,21135833,17142016,-2309797,Under,P Gupta
FIN0481,PRJ041,2026,Jan,103400000,8280114,8822293,5293375,3528917,11201666,11392304,-542179,Under,K Rao
FIN0482,PRJ041,2026,Feb,103400000,7778521,9980676,5988405,3992270,11201666,12167917,-2202155,On Budget,R Singh
FIN0483,PRJ041,2026,Mar,103400000,9058139,8057441,4834464,3222976,11201666,10195285,1000698,On Budget,A Sharma
FIN0484,PRJ041,2026,Apr,103400000,9383595,9807867,5884720,3923146,11201666,12715833,-424272,Under,K Rao
FIN0485,PRJ041,2026,May,103400000,8969363,7655838,4593502,3062335,11201666,12134258,1313525,Under,N Kumar
FIN0486,PRJ041,2026,Jun,103400000,8314283,10230654,6138392,4092261,11201666,12586871,-1916371,Under,A Sharma
FIN0487,PRJ041,2026,Jul,103400000,8983779,7445358,4467214,2978143,11201666,9993102,1538421,On Budget,K Rao
FIN0488,PRJ041,2026,Aug,103400000,7797382,7955242,4773145,3182096,11201666,9719027,-157860,On Budget,V Mehta
FIN0489,PRJ041,2026,Sep,103400000,9364213,8243832,4946299,3297532,11201666,12238877,1120381,Under,V Mehta
FIN0490,PRJ041,2026,Oct,103400000,9070552,8341044,5004626,3336417,11201666,10122441,729508,Over,P Gupta
FIN0491,PRJ041,2026,Nov,103400000,8576970,7319216,4391529,2927686,11201666,11276642,1257754,Under,M Patel
FIN0492,PRJ041,2026,Dec,103400000,9256220,8045248,4827148,3218099,11201666,8999382,1210972,Over,P Gupta
FIN0493,PRJ042,2026,Jan,176200000,13360667,16301949,9781169,6520779,19088333,17364478,-2941282,Under,P Gupta
FIN0494,PRJ042,2026,Feb,176200000,15258311,17369634,10421780,6947853,19088333,17175314,-2111323,On Budget,S Verma
FIN0495,PRJ042,2026,Mar,176200000,14595148,15971839,9583103,6388735,19088333,15265559,-1376691,Over,P Gupta
FIN0496,PRJ042,2026,Apr,176200000,13282313,12878709,7727225,5151483,19088333,19617893,403604,Under,A Sharma
FIN0497,PRJ042,2026,May,176200000,13225507,13636569,8181941,5454627,19088333,19235795,-411062,Under,S Verma
FIN0498,PRJ042,2026,Jun,176200000,13355253,13423915,8054349,5369566,19088333,19438718,-68662,Under,M Patel
FIN0499,PRJ042,2026,Jul,176200000,13516797,16008329,9604997,6403331,19088333,18036659,-2491532,On Budget,K Rao
FIN0500,PRJ042,2026,Aug,176200000,14273811,13787627,8272576,5515050,19088333,22003166,486184,Under,A Sharma
FIN0501,PRJ042,2026,Sep,176200000,14296597,11798789,7079273,4719515,19088333,16484674,2497808,Over,P Gupta
FIN0502,PRJ042,2026,Oct,176200000,13556705,15386859,9232115,6154743,19088333,15614249,-1830154,Over,K Rao
FIN0503,PRJ042,2026,Nov,176200000,14939202,16458018,9874810,6583207,19088333,19613607,-1518816,On Budget,A Sharma
FIN0504,PRJ042,2026,Dec,176200000,15281217,12261258,7356754,4904503,19088333,18206117,3019959,On Budget,M Patel
FIN0505,PRJ043,2026,Jan,208200000,15807815,20463682,12278209,8185472,22555000,25489781,-4655867,Over,R Singh
FIN0506,PRJ043,2026,Feb,208200000,17061141,16496460,9897876,6598584,22555000,20801800,564681,Over,M Patel
FIN0507,PRJ043,2026,Mar,208200000,16157123,19681487,11808892,7872594,22555000,21065410,-3524364,Under,R Singh
FIN0508,PRJ043,2026,Apr,208200000,16201049,20671550,12402930,8268620,22555000,25712808,-4470501,Over,R Singh
FIN0509,PRJ043,2026,May,208200000,17195029,19422057,11653234,7768822,22555000,25056785,-2227028,Over,A Sharma
FIN0510,PRJ043,2026,Jun,208200000,16784503,15149103,9089461,6059641,22555000,20045860,1635400,Under,P Gupta
FIN0511,PRJ043,2026,Jul,208200000,18621912,20306545,12183927,8122618,22555000,21022574,-1684633,Under,R Singh
FIN0512,PRJ043,2026,Aug,208200000,19010966,18937639,11362583,7575055,22555000,17944365,73327,Over,S Verma
FIN0513,PRJ043,2026,Sep,208200000,17510363,18552633,11131579,7421053,22555000,23082718,-1042270,On Budget,A Sharma
FIN0514,PRJ043,2026,Oct,208200000,17334643,20358716,12215229,8143486,22555000,18954167,-3024073,Over,K Rao
FIN0515,PRJ043,2026,Nov,208200000,18533902,17851912,10711147,7140764,22555000,19130049,681990,Over,S Verma
FIN0516,PRJ043,2026,Dec,208200000,15871558,16657526,9994515,6663010,22555000,19827266,-785968,Under,N Kumar
FIN0517,PRJ044,2026,Jan,64800000,5248303,5314616,3188769,2125846,7020000,7184216,-66313,Under,V Mehta
FIN0518,PRJ044,2026,Feb,64800000,4863558,4820555,2892333,1928222,7020000,6245754,43003,Over,A Sharma
FIN0519,PRJ044,2026,Mar,64800000,5646292,5210635,3126381,2084254,7020000,8058558,435657,Over,A Sharma
FIN0520,PRJ044,2026,Apr,64800000,5067758,4724291,2834574,1889716,7020000,7463716,343467,Over,A Sharma
FIN0521,PRJ044,2026,May,64800000,5864761,5245595,3147357,2098238,7020000,7049096,619166,Under,R Singh
FIN0522,PRJ044,2026,Jun,64800000,5526217,6359773,3815863,2543909,7020000,7548158,-833556,Over,M Patel
FIN0523,PRJ044,2026,Jul,64800000,5049107,5438750,3263250,2175500,7020000,7002241,-389643,Over,K Rao
FIN0524,PRJ044,2026,Aug,64800000,5315955,5866459,3519875,2346583,7020000,5515322,-550504,Over,S Verma
FIN0525,PRJ044,2026,Sep,64800000,5549869,6203266,3721959,2481306,7020000,5724676,-653397,On Budget,N Kumar
FIN0526,PRJ044,2026,Oct,64800000,5331523,5728242,3436945,2291296,7020000,6873977,-396719,Under,M Patel
FIN0527,PRJ044,2026,Nov,64800000,5741705,5234891,3140934,2093956,7020000,7314607,506814,Over,S Verma
FIN0528,PRJ044,2026,Dec,64800000,5172952,4857805,2914683,1943122,7020000,6002565,315147,Over,R Singh
FIN0529,PRJ045,2026,Jan,249900000,19472084,17859322,10715593,7143728,27072500,24317437,1612762,Over,M Patel
FIN0530,PRJ045,2026,Feb,249900000,19734673,22403144,13441886,8961257,27072500,30761042,-2668471,Over,P Gupta
FIN0531,PRJ045,2026,Mar,249900000,21885585,17096958,10258174,6838783,27072500,24321181,4788627,On Budget,S Verma
FIN0532,PRJ045,2026,Apr,249900000,21274860,17508526,10505115,7003410,27072500,23208547,3766334,On Budget,M Patel
FIN0533,PRJ045,2026,May,249900000,20888796,21959988,13175992,8783995,27072500,23411167,-1071192,Over,P Gupta
FIN0534,PRJ045,2026,Jun,249900000,22104970,23608495,14165097,9443398,27072500,30931649,-1503525,On Budget,M Patel
FIN0535,PRJ045,2026,Jul,249900000,19720005,23467178,14080306,9386871,27072500,30243338,-3747173,Under,S Verma
FIN0536,PRJ045,2026,Aug,249900000,22212473,17568563,10541137,7027425,27072500,26266860,4643910,Under,K Rao
FIN0537,PRJ045,2026,Sep,249900000,21061227,17790822,10674493,7116328,27072500,25867207,3270405,On Budget,S Verma
FIN0538,PRJ045,2026,Oct,249900000,19475113,20762606,12457563,8305042,27072500,23887191,-1287493,On Budget,N Kumar
FIN0539,PRJ045,2026,Nov,249900000,21103306,17630332,10578199,7052132,27072500,25320533,3472974,Over,K Rao
FIN0540,PRJ045,2026,Dec,249900000,19990984,21730067,13038040,8692026,27072500,24997765,-1739083,Under,A Sharma
FIN0541,PRJ046,2026,Jan,32900000,2877454,3218211,1930926,1287284,3564166,3624119,-340757,On Budget,A Sharma
FIN0542,PRJ046,2026,Feb,32900000,2975251,2573987,1544392,1029594,3564166,3580980,401264,Over,V Mehta
FIN0543,PRJ046,2026,Mar,32900000,2749230,2515331,1509198,1006132,3564166,3250231,233899,Under,A Sharma
FIN0544,PRJ046,2026,Apr,32900000,2493667,3277277,1966366,1310910,3564166,3516378,-783610,Over,P Gupta
FIN0545,PRJ046,2026,May,32900000,2780259,3183037,1909822,1273214,3564166,3194672,-402778,Under,K Rao
FIN0546,PRJ046,2026,Jun,32900000,2903701,3004062,1802437,1201624,3564166,3787010,-100361,Under,A Sharma
FIN0547,PRJ046,2026,Jul,32900000,3014564,2678703,1607221,1071481,3564166,2834528,335861,Over,M Patel
FIN0548,PRJ046,2026,Aug,32900000,2890626,3173045,1903827,1269218,3564166,3806885,-282419,Under,N Kumar
FIN0549,PRJ046,2026,Sep,32900000,3013831,2501053,1500631,1000421,3564166,3866979,512778,Over,N Kumar
FIN0550,PRJ046,2026,Oct,32900000,2697374,2280515,1368309,912206,3564166,2821489,416859,On Budget,N Kumar
FIN0551,PRJ046,2026,Nov,32900000,2523282,2896196,1737717,1158478,3564166,3477366,-372914,Under,S Verma
FIN0552,PRJ046,2026,Dec,32900000,2862818,2319401,1391640,927760,3564166,4003079,543417,On Budget,K Rao
FIN0553,PRJ047,2026,Jan,101200000,8371133,9087487,5452492,3634994,10963333,8720655,-716354,Under,R Singh
FIN0554,PRJ047,2026,Feb,101200000,8718896,8447207,5068324,3378882,10963333,12455350,271689,On Budget,V Mehta
FIN0555,PRJ047,2026,Mar,101200000,8065988,8584268,5150560,3433707,10963333,8788873,-518280,Under,P Gupta
FIN0556,PRJ047,2026,Apr,101200000,9038498,9489796,5693877,3795918,10963333,9393784,-451298,On Budget,K Rao
FIN0557,PRJ047,2026,May,101200000,8202030,7701136,4620681,3080454,10963333,12198541,500894,Over,M Patel
FIN0558,PRJ047,2026,Jun,101200000,7752307,9008717,5405230,3603486,10963333,8458538,-1256410,On Budget,M Patel
FIN0559,PRJ047,2026,Jul,101200000,8566896,8997012,5398207,3598804,10963333,11429253,-430116,On Budget,R Singh
FIN0560,PRJ047,2026,Aug,101200000,8304053,7150445,4290267,2860178,10963333,11702055,1153608,On Budget,V Mehta
FIN0561,PRJ047,2026,Sep,101200000,8336913,8942868,5365720,3577147,10963333,11769835,-605955,On Budget,R Singh
FIN0562,PRJ047,2026,Oct,101200000,8241631,9641593,5784955,3856637,10963333,8911987,-1399962,On Budget,S Verma
FIN0563,PRJ047,2026,Nov,101200000,9257602,10037266,6022359,4014906,10963333,9254095,-779664,On Budget,S Verma
FIN0564,PRJ047,2026,Dec,101200000,9045326,9991260,5994756,3996504,10963333,10320411,-945934,Over,R Singh
FIN0565,PRJ048,2026,Jan,64400000,5598358,4770701,2862420,1908280,6976666,7525166,827657,On Budget,N Kumar
FIN0566,PRJ048,2026,Feb,64400000,5554588,4737838,2842702,1895135,6976666,7321468,816750,On Budget,K Rao
FIN0567,PRJ048,2026,Mar,64400000,5066319,4410718,2646430,1764287,6976666,5920684,655601,Under,V Mehta
FIN0568,PRJ048,2026,Apr,64400000,5047655,5605073,3363043,2242029,6976666,6557119,-557418,On Budget,N Kumar
FIN0569,PRJ048,2026,May,64400000,5279810,6161464,3696878,2464585,6976666,6348934,-881654,Under,S Verma
FIN0570,PRJ048,2026,Jun,64400000,5541916,5900437,3540262,2360174,6976666,5741675,-358521,On Budget,M Patel
FIN0571,PRJ048,2026,Jul,64400000,4953089,6105561,3663336,2442224,6976666,6455659,-1152472,Over,R Singh
FIN0572,PRJ048,2026,Aug,64400000,5548771,6122308,3673384,2448923,6976666,7301400,-573537,Under,M Patel
FIN0573,PRJ048,2026,Sep,64400000,5442555,6105359,3663215,2442143,6976666,7971430,-662804,Under,K Rao
FIN0574,PRJ048,2026,Oct,64400000,5143415,5017112,3010267,2006844,6976666,6605308,126303,On Budget,N Kumar
FIN0575,PRJ048,2026,Nov,64400000,4930423,5365541,3219324,2146216,6976666,7126709,-435118,Over,M Patel
FIN0576,PRJ048,2026,Dec,64400000,5442576,5769049,3461429,2307619,6976666,6769354,-326473,Under,S Verma
FIN0577,PRJ049,2026,Jan,115800000,10392539,11337643,6802585,4535057,12545000,12715453,-945104,Over,K Rao
FIN0578,PRJ049,2026,Feb,115800000,9283009,8848235,5308941,3539294,12545000,12624662,434774,On Budget,R Singh
FIN0579,PRJ049,2026,Mar,115800000,9833183,8470548,5082328,3388219,12545000,12994844,1362635,Over,K Rao
FIN0580,PRJ049,2026,Apr,115800000,8818833,9555220,5733132,3822088,12545000,11373879,-736387,Over,S Verma
FIN0581,PRJ049,2026,May,115800000,9803058,8629475,5177685,3451790,12545000,12877656,1173583,Over,R Singh
FIN0582,PRJ049,2026,Jun,115800000,10044218,11172319,6703391,4468927,12545000,12403558,-1128101,On Budget,A Sharma
FIN0583,PRJ049,2026,Jul,115800000,9284145,10705616,6423369,4282246,12545000,13550256,-1421471,On Budget,S Verma
FIN0584,PRJ049,2026,Aug,115800000,8966079,10183809,6110285,4073523,12545000,14174260,-1217730,Over,N Kumar
FIN0585,PRJ049,2026,Sep,115800000,10562383,9094502,5456701,3637800,12545000,12367285,1467881,Over,R Singh
FIN0586,PRJ049,2026,Oct,115800000,10258019,10601659,6360995,4240663,12545000,10408214,-343640,Over,V Mehta
FIN0587,PRJ049,2026,Nov,115800000,8939621,10447006,6268203,4178802,12545000,9827520,-1507385,Under,R Singh
FIN0588,PRJ049,2026,Dec,115800000,9860097,8761849,5257109,3504739,12545000,13850642,1098248,Over,S Verma
FIN0589,PRJ050,2026,Jan,210900000,17377570,14789594,8873756,5915837,22847500,17758948,2587976,Under,N Kumar
FIN0590,PRJ050,2026,Feb,210900000,15821484,14094894,8456936,5637957,22847500,20975950,1726590,On Budget,S Verma
FIN0591,PRJ050,2026,Mar,210900000,16957614,15717386,9430431,6286954,22847500,18768053,1240228,Over,A Sharma
FIN0592,PRJ050,2026,Apr,210900000,18510938,14866949,8920169,5946779,22847500,21568295,3643989,Under,R Singh
FIN0593,PRJ050,2026,May,210900000,18376355,20217293,12130375,8086917,22847500,23914169,-1840938,Under,R Singh
FIN0594,PRJ050,2026,Jun,210900000,18237656,17738581,10643148,7095432,22847500,23392762,499075,Under,M Patel
FIN0595,PRJ050,2026,Jul,210900000,18068941,16345982,9807589,6538392,22847500,19265749,1722959,Under,P Gupta
FIN0596,PRJ050,2026,Aug,210900000,17790604,16259568,9755740,6503827,22847500,24107477,1531036,Under,N Kumar
FIN0597,PRJ050,2026,Sep,210900000,17639212,15203737,9122242,6081494,22847500,18017892,2435475,Over,V Mehta
FIN0598,PRJ050,2026,Oct,210900000,16675099,20545550,12327330,8218220,22847500,18309035,-3870451,Under,P Gupta
FIN0599,PRJ050,2026,Nov,210900000,18584873,17867467,10720480,7146986,22847500,25397890,717406,Under,N Kumar
FIN0600,PRJ050,2026,Dec,210900000,15996312,18369286,11021571,7347714,22847500,26315157,-2372974,Under,N Kumar
FIN0601,PRJ051,2026,Jan,166500000,13910670,15676708,9406024,6270683,18037500,19848876,-1766038,On Budget,K Rao
FIN0602,PRJ051,2026,Feb,166500000,13825026,16535974,9921584,6614389,18037500,17750693,-2710948,Over,K Rao
FIN0603,PRJ051,2026,Mar,166500000,15008100,13831419,8298851,5532567,18037500,18104104,1176681,Over,K Rao
FIN0604,PRJ051,2026,Apr,166500000,13340034,13946741,8368044,5578696,18037500,15926142,-606707,On Budget,A Sharma
FIN0605,PRJ051,2026,May,166500000,13773421,15811477,9486886,6324590,18037500,17943430,-2038056,On Budget,A Sharma
FIN0606,PRJ051,2026,Jun,166500000,13725949,12573439,7544063,5029375,18037500,17634391,1152510,Under,K Rao
FIN0607,PRJ051,2026,Jul,166500000,12757296,15696308,9417784,6278523,18037500,15420075,-2939012,On Budget,K Rao
FIN0608,PRJ051,2026,Aug,166500000,14542953,12407303,7444381,4962921,18037500,20155185,2135650,Over,K Rao
FIN0609,PRJ051,2026,Sep,166500000,14436298,14740907,8844544,5896362,18037500,16439000,-304609,Over,P Gupta
FIN0610,PRJ051,2026,Oct,166500000,12580447,13495094,8097056,5398037,18037500,14435840,-914647,On Budget,M Patel
FIN0611,PRJ051,2026,Nov,166500000,13893710,15044694,9026816,6017877,18037500,20422594,-1150984,Over,R Singh
FIN0612,PRJ051,2026,Dec,166500000,14187107,14798677,8879206,5919470,18037500,13928123,-611570,Under,A Sharma
FIN0613,PRJ052,2026,Jan,225100000,19721169,20489490,12293694,8195796,24385833,20152783,-768321,Under,M Patel
FIN0614,PRJ052,2026,Feb,225100000,17206757,15541616,9324969,6216646,24385833,25839405,1665141,Under,S Verma
FIN0615,PRJ052,2026,Mar,225100000,19976614,20647242,12388345,8258896,24385833,24180624,-670628,Under,A Sharma
FIN0616,PRJ052,2026,Apr,225100000,19202783,21365958,12819574,8546383,24385833,27119942,-2163175,Under,S Verma
FIN0617,PRJ052,2026,May,225100000,17067995,15553615,9332169,6221446,24385833,26803325,1514380,Under,S Verma
FIN0618,PRJ052,2026,Jun,225100000,17678922,19068556,11441133,7627422,24385833,22454619,-1389634,Over,K Rao
FIN0619,PRJ052,2026,Jul,225100000,20228052,18041004,10824602,7216401,24385833,22382247,2187048,Over,K Rao
FIN0620,PRJ052,2026,Aug,225100000,17315253,19693420,11816052,7877368,24385833,19948366,-2378167,Under,A Sharma
FIN0621,PRJ052,2026,Sep,225100000,19074798,17295325,10377195,6918130,24385833,23450887,1779473,Under,K Rao
FIN0622,PRJ052,2026,Oct,225100000,19964976,21776806,13066083,8710722,24385833,26007340,-1811830,Over,N Kumar
FIN0623,PRJ052,2026,Nov,225100000,17484556,17414886,10448931,6965954,24385833,24866158,69670,Over,S Verma
FIN0624,PRJ052,2026,Dec,225100000,18260993,16451206,9870723,6580482,24385833,20424969,1809787,Under,R Singh
FIN0625,PRJ053,2026,Jan,191900000,17336155,16558860,9935316,6623544,20789166,20247835,777295,Over,P Gupta
FIN0626,PRJ053,2026,Feb,191900000,16307963,18506809,11104085,7402723,20789166,16713370,-2198846,On Budget,S Verma
FIN0627,PRJ053,2026,Mar,191900000,16295384,13933582,8360149,5573432,20789166,16939626,2361802,Under,R Singh
FIN0628,PRJ053,2026,Apr,191900000,14966929,13871308,8322784,5548523,20789166,17438060,1095621,Under,A Sharma
FIN0629,PRJ053,2026,May,191900000,16124695,16600774,9960464,6640309,20789166,16596773,-476079,Over,K Rao
FIN0630,PRJ053,2026,Jun,191900000,16218137,17781289,10668773,7112515,20789166,20904956,-1563152,On Budget,M Patel
FIN0631,PRJ053,2026,Jul,191900000,16195398,18423658,11054194,7369463,20789166,16118914,-2228260,On Budget,S Verma
FIN0632,PRJ053,2026,Aug,191900000,16970432,15772951,9463770,6309180,20789166,22105365,1197481,On Budget,R Singh
FIN0633,PRJ053,2026,Sep,191900000,14507350,19171080,11502648,7668432,20789166,16173531,-4663730,Under,S Verma
FIN0634,PRJ053,2026,Oct,191900000,15965161,13921985,8353191,5568794,20789166,22428014,2043176,On Budget,K Rao
FIN0635,PRJ053,2026,Nov,191900000,15321613,15405257,9243154,6162102,20789166,19339132,-83644,Over,A Sharma
FIN0636,PRJ053,2026,Dec,191900000,16223971,19002295,11401377,7600918,20789166,20108791,-2778324,Over,N Kumar
FIN0637,PRJ054,2026,Jan,64100000,5810360,5148826,3089295,2059530,6944166,6126798,661534,On Budget,S Verma
FIN0638,PRJ054,2026,Feb,64100000,4993166,5305304,3183182,2122121,6944166,6122601,-312138,Over,M Patel
FIN0639,PRJ054,2026,Mar,64100000,5440215,5619368,3371620,2247747,6944166,7449081,-179153,Over,N Kumar
FIN0640,PRJ054,2026,Apr,64100000,5034089,5351484,3210890,2140593,6944166,8000531,-317395,Over,M Patel
FIN0641,PRJ054,2026,May,64100000,5739995,5459320,3275592,2183728,6944166,6409668,280675,Under,V Mehta
FIN0642,PRJ054,2026,Jun,64100000,5600214,6185622,3711373,2474248,6944166,6839956,-585408,On Budget,S Verma
FIN0643,PRJ054,2026,Jul,64100000,5463698,4902759,2941655,1961103,6944166,6299465,560939,On Budget,M Patel
FIN0644,PRJ054,2026,Aug,64100000,5465271,5300672,3180403,2120268,6944166,7782395,164599,On Budget,N Kumar
FIN0645,PRJ054,2026,Sep,64100000,5484554,4998450,2999070,1999380,6944166,6329872,486104,On Budget,N Kumar
FIN0646,PRJ054,2026,Oct,64100000,5097496,4334771,2600862,1733908,6944166,6636680,762725,Under,A Sharma
FIN0647,PRJ054,2026,Nov,64100000,5549281,6053685,3632211,2421474,6944166,6007588,-504404,Under,M Patel
FIN0648,PRJ054,2026,Dec,64100000,5298565,5075981,3045588,2030392,6944166,5787402,222584,Over,M Patel
FIN0649,PRJ055,2026,Jan,148800000,12620641,10325894,6195536,4130357,16120000,18085577,2294747,Under,K Rao
FIN0650,PRJ055,2026,Feb,148800000,12084307,11728849,7037309,4691539,16120000,13430244,355458,Under,R Singh
FIN0651,PRJ055,2026,Mar,148800000,12958329,14727712,8836627,5891084,16120000,16413046,-1769383,On Budget,P Gupta
FIN0652,PRJ055,2026,Apr,148800000,13034788,11938432,7163059,4775372,16120000,15441924,1096356,On Budget,P Gupta
FIN0653,PRJ055,2026,May,148800000,12131056,10361725,6217035,4144690,16120000,12434631,1769331,On Budget,M Patel
FIN0654,PRJ055,2026,Jun,148800000,11400922,12534643,7520785,5013857,16120000,17953332,-1133721,Over,S Verma
FIN0655,PRJ055,2026,Jul,148800000,11839015,10276710,6166026,4110684,16120000,13751523,1562305,Under,S Verma
FIN0656,PRJ055,2026,Aug,148800000,13599422,14299368,8579620,5719747,16120000,15483073,-699946,On Budget,K Rao
FIN0657,PRJ055,2026,Sep,148800000,11970832,12057133,7234279,4822853,16120000,16444361,-86301,On Budget,V Mehta
FIN0658,PRJ055,2026,Oct,148800000,11188940,13639092,8183455,5455636,16120000,12993171,-2450152,On Budget,P Gupta
FIN0659,PRJ055,2026,Nov,148800000,11823853,10419488,6251692,4167795,16120000,17775170,1404365,On Budget,P Gupta
FIN0660,PRJ055,2026,Dec,148800000,12444488,11823393,7094035,4729357,16120000,12461701,621095,On Budget,K Rao
FIN0661,PRJ056,2026,Jan,70800000,6480246,5011252,3006751,2004500,7670000,8081254,1468994,On Budget,K Rao
FIN0662,PRJ056,2026,Feb,70800000,6081273,5953758,3572254,2381503,7670000,8033080,127515,On Budget,K Rao
FIN0663,PRJ056,2026,Mar,70800000,5833375,5194787,3116872,2077914,7670000,8360798,638588,Over,S Verma
FIN0664,PRJ056,2026,Apr,70800000,6275763,6909435,4145661,2763774,7670000,8064219,-633672,On Budget,A Sharma
FIN0665,PRJ056,2026,May,70800000,5762293,5015415,3009249,2006166,7670000,6908601,746878,Over,M Patel
FIN0666,PRJ056,2026,Jun,70800000,5743247,5976545,3585927,2390618,7670000,7122519,-233298,On Budget,P Gupta
FIN0667,PRJ056,2026,Jul,70800000,6162816,6143312,3685987,2457324,7670000,6311130,19504,Under,V Mehta
FIN0668,PRJ056,2026,Aug,70800000,6221931,6583177,3949906,2633270,7670000,7792153,-361246,On Budget,K Rao
FIN0669,PRJ056,2026,Sep,70800000,6460178,6653896,3992337,2661558,7670000,7222423,-193718,Under,N Kumar
FIN0670,PRJ056,2026,Oct,70800000,5556374,6409777,3845866,2563910,7670000,8168280,-853403,On Budget,V Mehta
FIN0671,PRJ056,2026,Nov,70800000,6084812,6309791,3785874,2523916,7670000,7324139,-224979,Under,S Verma
FIN0672,PRJ056,2026,Dec,70800000,6215865,6197521,3718512,2479008,7670000,6731256,18344,Under,M Patel
FIN0673,PRJ057,2026,Jan,23700000,1997848,1629316,977589,651726,2567500,2504015,368532,Under,V Mehta
FIN0674,PRJ057,2026,Feb,23700000,1945912,1622298,973378,648919,2567500,2667444,323614,On Budget,K Rao
FIN0675,PRJ057,2026,Mar,23700000,1890403,2280430,1368258,912172,2567500,2668545,-390027,Under,P Gupta
FIN0676,PRJ057,2026,Apr,23700000,1902419,1605513,963307,642205,2567500,2082254,296906,Under,R Singh
FIN0677,PRJ057,2026,May,23700000,1934605,1689690,1013814,675876,2567500,2003594,244915,Over,V Mehta
FIN0678,PRJ057,2026,Jun,23700000,2111785,1728269,1036961,691307,2567500,2183787,383516,On Budget,N Kumar
FIN0679,PRJ057,2026,Jul,23700000,1843151,1852415,1111449,740966,2567500,2357717,-9264,On Budget,K Rao
FIN0680,PRJ057,2026,Aug,23700000,1820700,2038107,1222864,815242,2567500,2911745,-217407,On Budget,P Gupta
FIN0681,PRJ057,2026,Sep,23700000,2015238,2052370,1231422,820948,2567500,2355411,-37132,Over,N Kumar
FIN0682,PRJ057,2026,Oct,23700000,1943952,1933392,1160035,773356,2567500,2809629,10560,Under,P Gupta
FIN0683,PRJ057,2026,Nov,23700000,2047845,2017360,1210416,806944,2567500,2344489,30485,On Budget,S Verma
FIN0684,PRJ057,2026,Dec,23700000,1992100,1680813,1008487,672325,2567500,2613809,311287,On Budget,R Singh
FIN0685,PRJ058,2026,Jan,93800000,7105021,6445981,3867588,2578392,10161666,10416496,659040,Under,V Mehta
FIN0686,PRJ058,2026,Feb,93800000,7229442,8738715,5243229,3495486,10161666,9099559,-1509273,Over,N Kumar
FIN0687,PRJ058,2026,Mar,93800000,8289981,7095414,4257248,2838165,10161666,11433131,1194567,On Budget,R Singh
FIN0688,PRJ058,2026,Apr,93800000,7763368,7846176,4707705,3138470,10161666,9680004,-82808,Over,V Mehta
FIN0689,PRJ058,2026,May,93800000,7458092,7296763,4378057,2918705,10161666,8567177,161329,Over,M Patel
FIN0690,PRJ058,2026,Jun,93800000,8142863,9167494,5500496,3666997,10161666,11604606,-1024631,Under,V Mehta
FIN0691,PRJ058,2026,Jul,93800000,7878147,8750555,5250333,3500222,10161666,9064624,-872408,Over,N Kumar
